waypoint_id,x,y
1188,-491.0,219.0
1189,-493.0,219.0
1190,-495.0,219.0
1191,-497.0,219.0
1192,-499.0,219.0
1193,-501.0,219.0
1194,-503.0,219.0
1195,-505.0,219.0
1196,-507.0,219.0
1197,-509.0,219.0
1198,-511.0,219.0
1199,-513.0,219.0
1200,-515.0,219.0
1201,-517.0,219.0
1202,-519.0,219.0
1203,-521.0,219.0
1204,-523.0,219.0
1205,-525.0,219.0
1206,-527.0,219.0
1207,-529.0,219.0
1208,-531.0,219.0
1209,-533.0,219.0
1210,-535.0,219.0
1211,-537.0,219.0
1212,-539.0,219.0
1213,-541.0,219.0
1214,-543.0,219.0
1215,-545.0,219.0
1216,-547.0,219.0
1217,-549.0,219.0
1218,-551.0,219.0
1219,-553.0,219.0
1220,-555.0,219.0
1221,-557.0,219.0
1222,-559.0,219.0
1223,-561.0,219.0
1224,-561.0,221.0
1225,-561.0,223.0
1226,-559.0,223.0
1227,-557.0,223.0
1228,-555.0,223.0
1229,-553.0,223.0
1230,-551.0,223.0
1231,-549.0,223.0
1232,-547.0,223.0
1233,-545.0,223.0
1234,-543.0,223.0
1235,-541.0,223.0
1236,-539.0,223.0
1237,-537.0,223.0
1238,-535.0,223.0
1239,-533.0,223.0
1240,-531.0,223.0
1241,-529.0,223.0
